google,link,Gender,Rank,year,ecology,macroecology_081512,communityecology_073112,conservation biology 082112,physiological ecology_073112,behavioral ecology 080712,behavioural ecology080912,ecosystem ecology 081912,population_ecology_080912,evolutionary_ecology 080212,theoretical_ecology081412,landscape_ecology081512,paleoecology081512
Richard Potts,http://scholar.google.com/citations?user=oKMy1AcAAAAJ&hl=en,m,,1982,,,,,,,,,,,,,8
Richard Primack,http://scholar.google.com/citations?user=XfgB_BUAAAAJ&hl=en,m,full,1976,64,,,20,,,,,,,,,
Richard S. Ostfeld,http://scholar.google.com/citations?user=ZaFmHTQAAAAJ&hl=en,m,,1985,,,8,,,,,,,,,,
Richard Shefferson,http://scholar.google.com/citations?user=YR_279gAAAAJ&hl=en,m,assistant,2004,,,,,,,,,,122,,,
Richard Shine,http://scholar.google.com/citations?user=lc5qpkUAAAAJ&hl=en,m,full,1976,5,,,,,,,,,,,,
Richard W Lucas,http://scholar.google.com/citations?user=Ef63CgQAAAAJ&hl=en,m,,-999,,,,,,,,73,,,,,
Richard Williams,http://scholar.google.com/citations?user=RpZiqCcAAAAJ&hl=en,m,,-999,225,,,,,,,,,,,,
Richardus SP van Logtestign,http://scholar.google.com/citations?user=0ZR_yV8AAAAJ&hl=en,m,,-999,403,,,,,,,,,,,,
Rick Camp,http://scholar.google.com/citations?user=mwbm8qUAAAAJ&hl=en,m,,-999,,,,336,,,,,46,,,,
Rickey Cothran,http://scholar.google.com/citations?user=yD6ZdkoAAAAJ&hl=en,m,postdoc,-999,,,157,,,118,,,,192,,,
Rik Leemans,http://scholar.google.com/citations?user=mMriBwgAAAAJ&hl=en,m,full,1989,8,,,,,,,,,,,,
Riku Paavola,http://scholar.google.com/citations?user=7YCXAQQAAAAJ&hl=en,,,-999,627,,,,,,,,,,,,
Riley Pollom,http://scholar.google.com/citations?user=4uTfgGIAAAAJ&hl=en,,student,0,1728,,,773,,,,,,,,,
Rishi Kumar Sharma,http://scholar.google.com/citations?user=1CxCVYUAAAAJ&hl=en,m,,-999,1529,,,655,,,,,,,,,
Risto K. Heikkinen,http://scholar.google.com/citations?user=DuhogccAAAAJ&hl=en,,,-999,,,,96,,,,,,,,,
RM Longo,http://scholar.google.com/citations?user=BFfXoacAAAAJ&hl=en,,,-999,1131,,,,,,,,,,,,
Rob Knell,http://scholar.google.com/citations?user=m8POyrgAAAAJ&hl=en,m,associate,1996,,,,,,,,,,108,,,
Rob Salguero-Gomez,http://scholar.google.com/citations?user=bgMIMNIAAAAJ&hl=en,m,postdoc,2011,,,,,,,,,78,,,,
Rob SEW Leuven,http://scholar.google.com/citations?user=w36MgSIAAAAJ&hl=en,m,associate,-999,,,,98,,,,,,,,,
Robert A Robinson,http://scholar.google.com/citations?user=kOSyNBUAAAAJ&hl=en,m,,1997,292,,,,,,,,,,,,
Robert A. Miller,http://scholar.google.com/citations?user=FRdEG4MAAAAJ&hl=en,m,student,0,1716,,,755,,,,,,,,,
Robert Arlinghaus,http://scholar.google.com/citations?user=Slto_gcAAAAJ&hl=en,m,assistant,2003,,,,123,,,,,,,,,
Robert Brooks,http://scholar.google.com/citations?user=Gi3ikZoAAAAJ&hl=en,m,full,-999,162,,,,,,,,,,,,
Robert Costanza,http://scholar.google.com/citations?user=EQ-mkaAAAAAJ&hl=en,m,full,1979,,,,,,,,,,,,1,
Robert E. Simmons,http://scholar.google.com/citations?user=Mjv8zisAAAAJ&hl=en,,,-999,,,,,,,,,,,,,
Robert Gawronski,http://scholar.google.com/citations?user=GkmnDWgAAAAJ&hl=en,m,,-999,1321,,,,,,,,,,,,
Robert Guralnick,http://scholar.google.com/citations?user=_v3wLbQAAAAJ&hl=en,m,associate,1999,,39,,,,,,,,,,,
Robert H. Richmond,http://scholar.google.com/citations?user=wBuUziUAAAAJ&hl=en,m,,1983,,,,110,,,,,,,,,
Robert K. Colwell,http://scholar.google.com/citations?user=i2OF2g0AAAAJ&hl=en,m,full,1969,,1,,2,,,,,,,,,
Robert K. Peet,http://scholar.google.com/citations?user=8vsRBCgAAAAJ&hl=en,m,full,-999,75,,,,,,,,,,,,
Robert K. Swihart,http://scholar.google.com/citations?user=FXbj0OQAAAAJ&hl=en,m,full,1985,,,,49,,,,,,,,,
Robert L. Thomson,http://scholar.google.com/citations?user=VR3VieEAAAAJ&hl=en,m,,-999,859,,,326,,,,,,,,,
Robert Laird,http://scholar.google.com/citations?user=-Bv-qPwAAAAJ&hl=en,m,assistant,2007,1065,,,,,,,,,,,,
Robert Lawton,http://scholar.google.com/citations?user=FpnJQOoAAAAJ&hl=en,m,,1980,432,,,,,,,,,,,,
Robert M. Hubbard,http://scholar.google.com/citations?user=YoU7jkwAAAAJ&hl=en,m,,-999,342,,,,,,,,,,,,
Robert P. Anderson,http://scholar.google.com/citations?user=KSRr5EQAAAAJ&hl=en,m,associate,2001,121,,,,,,,,,,,,
Robert Ricklefs,http://scholar.google.com/citations?user=0Gx2tTMAAAAJ&hl=en,m,full,1967,,,1,,,,,,,1,,,
Robert S Clemens,http://scholar.google.com/citations?user=vJhM_7wAAAAJ&hl=en,m,,-999,,,,580,,,,,,,,,
Robert S Scott,http://scholar.google.com/citations?user=RXOOT5kAAAAJ&hl=en,m,assistant,2004,,,,,,,,,,,,,35
Robert S. Feranec,http://scholar.google.com/citations?user=s7asg3gAAAAJ&hl=en,m,,-999,,,,,,,,,,,,,34
Robert Serrouya,http://scholar.google.com/citations?user=YN9y1YoAAAAJ&hl=en,m,student,0,,,,,,,,,29,,,,
Robert Tropek,http://scholar.google.com/citations?user=0UDnavUAAAAJ&hl=en,m,student,0,,,,480,,,,,,,,,
Robert W. Myslajek,http://scholar.google.com/citations?user=YljOvmQAAAAJ&hl=en,m,,-999,1012,,,389,,,,,,,,,
Robert Warner,http://scholar.google.com/citations?user=EnWAN9gAAAAJ&hl=en,m,full,1973,26,,,,,,,,,,,,
Robert Wilson,http://scholar.google.com/citations?user=gOKB1xYAAAAJ&hl=en,m,associate,2000,293,,,,,,,,,,,,
Roberto Andre Kraenkel,http://scholar.google.com/citations?user=BOIhQGgAAAAJ&hl=en,m,associate,1988,,,,,,,,,,,25,,
Roberto Cazzolla Gatti,http://scholar.google.com/citations?user=0yBmy5YAAAAJ&hl=en,m,student,0,1585,,,,,,,,,,,,
Roberto Donoso-Barros,http://scholar.google.com/citations?user=PzziREkAAAAJ&hl=en,m,deceased,-999,580,,,,,,,,,,,,
Roberto Licandeo,http://scholar.google.com/citations?user=66RSKVsAAAAJ&hl=en,m,student,0,1216,,,,,,,,,,,,
Roberto Munguia-Steyer,http://scholar.google.com/citations?user=NOPtFhwAAAAJ&hl=en,m,postdoc,2007,,,,,,,,,90,,,,
Roberto Tarazi,http://scholar.google.com/citations?user=zD0IBwsAAAAJ&hl=en,m,student,0,,,,713,,,,,,,,,
Robin Lamert Graham,http://scholar.google.com/citations?user=Jg9PjsYAAAAJ&hl=en,f,,1982,,,,,,,,14,,,,,
Robin Naidoo,http://scholar.google.com/citations?user=yuqv19MAAAAJ&hl=en,,,2003,,,,,,,,,,,,26,
Robin Snyder,http://scholar.google.com/citations?user=dIqnG4YAAAAJ&hl=en,f,associate,2001,,,,,,,,,,,47,,
Rocio Palacios,http://scholar.google.com/citations?user=FIHwgTEAAAAJ&hl=en,f,,-999,1413,,,605,,,,,,,,,
Rodolfo Cesar Real de Abreu,http://scholar.google.com/citations?user=demlf7tnMZ4C&hl=en,m,student,0,,,,769,,,,,103,,,,
Rodrigo Camara-Leret,http://scholar.google.com/citations?user=XfOZipoAAAAJ&hl=en,m,student,0,,,,694,,,,,,,,,
Rodrigo Cogni,http://scholar.google.com/citations?user=FkRHtpIAAAAJ&hl=en,m,postdoc,2010,1164,,,,,,,,,,,,
Rodrigo H Bustamante,http://scholar.google.com/citations?user=uJrSBUgAAAAJ&hl=en,m,,-999,,,,113,,,,,,,,,
Rodrigo J. Mercader,http://scholar.google.com/citations?user=P8kY6uwAAAAJ&hl=en,m,,-999,,,,,,,,,,173,,,
Rodrigo Lingnau,http://scholar.google.com/citations?user=8xgpHDkAAAAJ&hl=en,m,,-999,1208,,,,,,,,,,,,
Rodrigo Vargas,http://scholar.google.com/citations?user=-w4y28gAAAAJ&hl=en,m,assistant,2007,,,,,,,,41,,,,,
Rodrigo W. Soria-Auza,http://scholar.google.com/citations?user=BKYJPTgAAAAJ&hl=en,m,postdoc,-999,1292,111,,,,,,,,,,,
Roger Arditi,http://scholar.google.com/citations?user=faBe6nsAAAAJ&hl=en,m,,-999,,,24,,,,,,,,9,,
Roger Guevara,http://scholar.google.com/citations?user=NRpC2C8AAAAJ&hl=en,m,,1998,1094,,,,,,,,,,,,
Roger I. Vargas,http://scholar.google.com/citations?user=pQMlPWAAAAAJ&hl=en,m,,1979,262,,,,,,,,,,,,
Roger Koide,http://scholar.google.com/citations?user=bOpRxPUAAAAJ&hl=en,m,full,1984,143,,,,,,,,,,,,
Roger M Nisbet,http://scholar.google.com/citations?user=l_9TshUAAAAJ&hl=en,m,full,1971,56,,,,,,,,,,,,
Roger Paulo Mormul,http://scholar.google.com/citations?user=X-qo7OkAAAAJ&hl=en,m,postdoc,2011,1289,,,,,,,,,,,,
Roger Schurch,http://scholar.google.com/citations?user=7rO5ZFQAAAAJ&hl=en,m,postdoc,-999,,,,,,,80,,,,,,
Rogerio Gribel,http://scholar.google.com/citations?user=oBzG0xoAAAAJ&hl=en,m,,-999,,,,223,,,,,,,,,
Rogerio Loesch Zacariotti,http://scholar.google.com/citations?user=QzX6_dwAAAAJ&hl=en,m,,-999,,,,682,,,,,,,,,
Roland Horvath,http://scholar.google.com/citations?user=bBNeU2UAAAAJ&hl=en,m,,-999,,,170,,,,,,,,,,
Roland Jansson,http://scholar.google.com/citations?user=xlWk6LYAAAAJ&hl=en,m,associate,2000,,18,,,,,,,,,,,
Roland Kays,http://scholar.google.com/citations?user=Rd3MdDkAAAAJ&hl=en,m,,1999,483,,,,,,,,,,,,
Romain Bertrand,http://scholar.google.com/citations?user=eUDPJboAAAAJ&hl=en,m,postdoc,-999,,,237,,,,,,,,,,
Romeo Alberto Saldana Vazquez,http://scholar.google.com/citations?user=2H9xJf8AAAAJ&hl=en,m,student,0,,,268,,,,,,,,,,
Ronaldo Sousa,http://scholar.google.com/citations?user=BPuG9UUAAAAJ&hl=en,m,,2008,870,,,,,,,,,,,,
Rose Thorogood,http://scholar.google.com/citations?user=rVasNuYAAAAJ&hl=en,f,postdoc,-999,,,,,,,75,,,,,,
Rosemarie Kentie,http://scholar.google.com/citations?user=v-4ccMEAAAAJ&hl=en,f,,2012,1315,,,,,,,,,,,,
Rosemberg Menezes,http://scholar.google.com/citations?user=X-JyQfoAAAAJ&hl=en,m,student,0,1440,,241,,,,,,,,,,
Roser Matamala,http://scholar.google.com/citations?user=x_NxakwAAAAJ&hl=en,f,,1997,304,,,,,,,,,,,,
Roser Matamala,,f,,1997,312,,,,,,,,,,,,
Rosie Salazar,http://scholar.google.com/citations?user=SgyPIRYAAAAJ&hl=en,f,student,0,,,,,,,,,,,,179,
Rosli Bin Hashim,http://scholar.google.com/citations?user=jKsQIqgAAAAJ&hl=en,m,full,-999,875,,,,,,,,,,,,
Rosli Hashim,http://scholar.google.com/citations?user=jKsQIqgAAAAJ&hl=en,m,full,-999,945,,,,,,,,,,,,
Ross A. Alford,http://scholar.google.com/citations?user=Rb_fJ7oAAAAJ&hl=en,m,full,1986,128,,,42,,,,,,,,,
Ross K Meentenmeyer,http://scholar.google.com/citations?user=BYteKh0AAAAJ&hl=en,m,full,2000,,,,,,,,,,,,47,
Ross MacLeod,http://scholar.google.com/citations?user=yzuT2YYAAAAJ&hl=en,m,,-999,,,,355,,,56,,47,,,,
Rota Wagai,http://scholar.google.com/citations?user=iGdkNa4AAAAJ&hl=en,,,2005,,,,,,,,52,,,,,
Rowan Barrett,http://scholar.google.com/citations?user=1Bs4E00AAAAJ&hl=en,m,postdoc,2010,,,,,,,,,,99,,,
Rowen van Eeden,http://scholar.google.com/citations?user=Wm3QYP0AAAAJ&hl=en,,student,0,,,,,,,115,,,,,,
Roy C. Averill-Murray,http://scholar.google.com/citations?user=VZHH07sAAAAJ&hl=en,m,,-999,1033,,,,,,,,,,,,
Roy Plotnick,http://scholar.google.com/citations?user=3gjphm4AAAAJ&hl=en,m,full,1983,,,,,,,,,,,,38,
RS Clymo,http://scholar.google.com/citations?user=AFmd0WAAAAAJ&hl=en,m,full,-999,87,,,,,,,,,,,,
Ruben Heleno,http://scholar.google.com/citations?user=PR5Wrr4AAAAJ&hl=en,m,postdoc,2009,,,,496,,,,,,,,,
Ruben Mateo,http://scholar.google.com/citations?user=UCbc-tAAAAAJ&hl=en,m,postdoc,-999,,,,598,,,,,,,,,
Rudiger Riesch,http://scholar.google.com/citations?user=YWu7vZ4AAAAJ&hl=en,m,postdoc,2010,,,,,,,,,,135,,,
Rudolf P. Rohr,http://scholar.google.com/citations?user=uB39sHUAAAAJ&hl=en,m,postdoc,2008,,,,,,,,,,,67,,
Rudy M. Jonker,http://scholar.google.com/citations?user=lyTyrMwAAAAJ&hl=en,,,2011,1434,,,,,,,,,,,,
Ruedi Nager,http://scholar.google.com/citations?user=1ZuEp0oAAAAJ&hl=en,m,associate,-999,,,,,,,10,,,,,,
Rui Coelho,http://scholar.google.com/citations?user=WXqH1ZQAAAAJ&hl=en,m,,2007,,,,319,,,,,,,,,
Rui Figueira,http://scholar.google.com/citations?user=OISJfdkAAAAJ&hl=en,,,-999,915,,,,,,,,,,,,
Rui Morgado,http://scholar.google.com/citations?user=Wps_iCIAAAAJ&hl=en,m,,-999,1129,,,437,,,,,,,,,
Ruiz-Lopez Maria Jose,http://scholar.google.com/citations?user=tTwT9sAAAAAJ&hl=en,f,postdoc,2009,,,,619,,,,,,,,,
Rulon Clark,http://scholar.google.com/citations?user=fxyQqKQAAAAJ&hl=en,m,assistant,2004,,,,346,,90,,,,,,,
Rupert C Marshall,http://scholar.google.com/citations?user=jkZbMdUAAAAJ&hl=en,m,assistant,-999,1043,,,,,,,,,,,,
Rupesh Raut,http://scholar.google.com/citations?user=spXDkzIAAAAJ&hl=en,,assistant,-999,1276,,,,,,,,,,,,
Russell Dinnage,http://scholar.google.com/citations?user=GU6p2KoAAAAJ&hl=en,m,postdoc,2012,1388,,,,,,,,,,,,
Russell J. Schmitt,http://scholar.google.com/citations?user=l6ojg3IAAAAJ&hl=en,m,full,1979,207,,19,,,,,,,,,,
Russell L Barrett,http://scholar.google.com/citations?user=uBZPzOQAAAAJ&hl=en,m,,-999,907,,,,,,,,,,,,
Russell Naisbit,http://scholar.google.com/citations?user=Nkd9JAsAAAAJ&hl=en,m,postdoc,2001,,,69,,,,,,,,,,
Rusty Rodriguez,http://scholar.google.com/citations?user=_UlLPXkAAAAJ&hl=en,,,1983,239,,,,,,,,,,,,
Ryan A. Martin,http://scholar.google.com/citations?user=vCTKoIsAAAAJ&hl=en,m,postdoc,2010,1063,,,,,,,,,,,,
Ryan Haupt,http://scholar.google.com/citations?user=i4bFtcAAAAAJ&hl=en,m,student,0,,,,,,,,,,,,,98
Ryan J Williams,http://scholar.google.com/citations?user=FjmYSW0AAAAJ&hl=en,m,student,0,,,,,,,,101,,,,,
Ryan Norris,http://scholar.google.com/citations?user=h1qb6JQAAAAJ&hl=en,m,associate,2004,454,,,,,,,,,,,,
Ryan Norris,http://scholar.google.com/citations?user=h1qb6JQAAAAJ&hl=en,m,associate,2004,,,,158,,,,,,,,,
Ryan P Moyer,http://scholar.google.com/citations?user=poZNEy0AAAAJ&hl=en,m,,2008,1184,,,,,,,,,,,,
Ryan R. Wilson,http://scholar.google.com/citations?user=5gdHuSwAAAAJ&hl=en,m,,2010,,,,,,132,,,,,,,
Ryan W. Taylor,http://scholar.google.com/citations?user=JqaQmpgAAAAJ&hl=en,m,student,0,,,,,,,,,,258,,,
Ryo Futahashi,http://scholar.google.com/citations?user=0_00imkAAAAJ&hl=en,m,,-999,,,,,,,,,,,,,
Ryo Kawabe,http://scholar.google.com/citations?user=7O5AzcQAAAAJ&hl=en,,,2001,,,,,,100,,,,,,,
Ryota Hayashi,http://scholar.google.com/citations?user=CJqMkO4AAAAJ&hl=en,m,,2011,1619,,,,,,,,,,,,
Ryszard Laskowski,http://scholar.google.com/citations?user=KYxM_1oAAAAJ&hl=en,m,full,1993,,,,,,,,26,,,,,
Ryutaro Goto,http://scholar.google.com/citations?user=zay792QAAAAJ&hl=en,,,-999,1392,,,,,,,,,,,,
S. Andrew Satterlee,http://scholar.google.com/citations?user=0D_dsOIAAAAJ&hl=en,m,student,0,,,325,,,,,,,,,,
S. Blair Hedges,http://scholar.google.com/citations?user=iTzH5WUAAAAJ&hl=en,,,1988,,,,,,,,,,,,,
S. Joseph Wright,http://scholar.google.com/citations?user=icJpxpMAAAAJ&hl=en,m,,1980,33,,,,,,,,,,,,
S. Kathleen Lyons,http://scholar.google.com/citations?user=3ywn38AAAAAJ&hl=en,f,,2001,473,28,,,,,,,,,,,22
Sacha Heath,http://scholar.google.com/citations?user=4KPm3fUAAAAJ&hl=en,f,student,0,,,161,447,,,,,,,,,
Sacha Vignieri,http://scholar.google.com/citations?user=dLJ-I9MAAAAJ&hl=en,f,,2005,472,,,,,,,,,,,,
Sachin Gurule,http://scholar.google.com/citations?user=16HX3NgAAAAJ&hl=en,m,assistant,0,,,,778,,,,,,,,,
Sadie J. Ryan,http://scholar.google.com/citations?user=pPLqtm0AAAAJ&hl=en,f,assistant,2006,,,,304,,,,,35,,,81,
Sailesh Ranjitkar,http://scholar.google.com/citations?user=wtwjpPMAAAAJ&hl=en,,student,0,,,,775,,,,,,,,,
Sajid Aqeel,http://scholar.google.com/citations?user=Sfr7l7EAAAAJ&hl=en,m,assistant,2005,978,,,,,,,,,,,,
sajid pareeth,http://scholar.google.com/citations?user=i_tNnJ0AAAAJ&hl=en,,,-999,,,,,,,,,,,,126,
Sallie W Chisolm,http://scholar.google.com/citations?user=Y8FpsToAAAAJ&hl=en,f,full,1974,18,,,,,,,,,,,,
Sally A. Keith,http://scholar.google.com/citations?user=bawLZ2wAAAAJ&hl=en,f,postdoc,2010,1349,118,,,,,,,,,,,
Sally A. Keith,http://scholar.google.com/citations?user=bawLZ2wAAAAJ&hl=en,f,postdoc,2010,,,220,,,,,,,,,,
Sally Hladyz,http://scholar.google.com/citations?user=XLsqZ1YAAAAJ&hl=en,f,postdoc,2007,,,,,,,,65,,,,,
Sally J. Holbrook,http://scholar.google.com/citations?user=LtUBsnwAAAAJ&hl=en,f,full,1975,234,,23,,,,,,,,,,
Salman Al-Shami,http://scholar.google.com/citations?user=diKw3rQAAAAJ&hl=en,m,,-999,1347,,,572,,,,,,,,,
Salome FP Almeida,http://scholar.google.com/citations?user=Jwn8CPEAAAAJ&hl=en,,,-999,943,,,,,,,,,,,,
Salvatore J Agosta,http://scholar.google.com/citations?user=GXwqnUwAAAAJ&hl=en,m,assistant,-999,787,,,,,,,,,,,,
Sam Riffell,http://scholar.google.com/citations?user=MMhTH5AAAAAJ&hl=en,m,associate,2000,,,,,,,,,,,,72,
Samantha Chapman,http://scholar.google.com/citations?user=9n8pmmQAAAAJ&hl=en,f,assistant,2005,,,,,,,,53,,,,,
Samit Bhattacharyya,http://scholar.google.com/citations?user=oXu5o6gAAAAJ&hl=en,m,,2006,1332,,,,,,,,,,,,
Samraat Pawar,http://scholar.google.com/citations?user=U5-S1BkAAAAJ&hl=en,m,postdoc,2009,,,127,,,,,,,170,,,
Samual Williams,http://scholar.google.com/citations?user=n-UzKNUAAAAJ&hl=en,m,postdoc,2011,1648,,,709,,,,,,,,,
Samuel A Cushman,http://scholar.google.com/citations?user=4ZGaYlIAAAAJ&hl=en,m,,2003,,,,,,,,,,,,9,
Samuel D. Fuhlendorf,http://scholar.google.com/citations?user=I9vC6ycAAAAJ&hl=en,m,full,1996,272,,,89,,,,,,,,,
Samuel Diaz Munoz,http://scholar.google.com/citations?user=TH_j5GsAAAAJ&hl=en,m,postdoc,2010,1651,,,,,,,,,,,,
Samuel E Wuest,http://scholar.google.com/citations?user=H3erAbsAAAAJ&hl=en,m,,-999,944,,,,,,,,,,,,
Samuel Johnson,http://scholar.google.com/citations?user=NciEviYAAAAJ&hl=en,m,postdoc,2011,,,,,,,,,,,,,
Samuel M. Scheiner,http://scholar.google.com/citations?user=KFZ3CtwAAAAJ&hl=en,m,,1983,77,,,,,,,,,,,,
Sandeep Sharma,http://scholar.google.com/citations?user=azykwqUAAAAJ&hl=en,,,2012,,,,590,,,,,,,,,
Sander Mucher,http://scholar.google.com/citations?user=bXgsycIAAAAJ&hl=en,m,student,0,,,,,,,,,,,,45,
Sandip Mandal,http://scholar.google.com/citations?user=IkPd5XYAAAAJ&hl=en,m,,-999,1439,,,,,,,,,,,,
Sandor Bartha,http://scholar.google.com/citations?user=JEeuzHEAAAAJ&hl=en,,,1993,558,,,,,,,,,,,,
Sandra C Neill,http://scholar.google.com/citations?user=CIgmEdkAAAAJ&hl=en,f,student,0,,,,780,,,,,,,,,
Sandra P. Galeano,http://scholar.google.com/citations?user=Ddk5te0AAAAJ&hl=en,f,student,0,,,292,,,,,,,,,,
Sandra R Holden,http://scholar.google.com/citations?user=dcTlPyIAAAAJ&hl=en,f,student,0,,,,,,,,90,,,,,
Sandro Azaele,http://scholar.google.com/citations?user=Y-7BvQ8AAAAJ&hl=en,m,,-999,,106,,,,,,,,,,,
Sanjay Molur,http://scholar.google.com/citations?user=NcrhJxQAAAAJ&hl=en,m,,2010,570,,,212,,,,,,,,,
Sanna Olsson,http://scholar.google.com/citations?user=hgvF1hYAAAAJ&hl=en,f,postdoc,-999,,,,471,,,,,,,,,
Santiago Benitez-Vieyra,http://scholar.google.com/citations?user=W51uUzUAAAAJ&hl=en,m,,-999,,,,,,,,,,208,,,
Santiago Ron,http://scholar.google.com/citations?user=B_9xkucAAAAJ&hl=en,m,,2007,,,,106,,,,,,,,,
Santiago Saura,http://scholar.google.com/citations?user=kOLDlZUAAAAJ&hl=en,m,,-999,,,,,,,,,,,,41,
Sara Edge,http://scholar.google.com/citations?user=E-Ktuu8AAAAJ&hl=en,f,,2007,1107,,,,,,,,,,,,
Sara Lewis,http://scholar.google.com/citations?user=-Dg42W8AAAAJ&hl=en,f,full,-999,,,,,,,,,,49,,,
Sarah Benson-Amram,http://scholar.google.com/citations?user=QlEwuLcAAAAJ&hl=en,f,postdoc,2011,,,,,,169,,,,,,,
Sarah Bergemann,http://scholar.google.com/citations?user=1TKDiowAAAAJ&hl=en,f,assistant,2002,816,,,,,,,,,,,,
Sarah Cleeton,http://scholar.google.com/citations?user=f6Pl7IgAAAAJ&hl=en,f,student,0,1481,,,634,,,,,,,,,
Sarah Cobey,http://scholar.google.com/citations?user=QgeH9zAAAAAJ&hl=en,f,postdoc,2009,1015,,,,,,,,,,,,
Sarah Dalyrymple,http://scholar.google.com/citations?user=3fDoOpAAAAAJ&hl=en,f,,2006,,,,625,,,,,,,,,
Sarah Davis,http://scholar.google.com/citations?user=9rGYBWIAAAAJ&hl=en,f,assistant,2007,740,,,,,,,,,,,,
Sarah Faulwetter,http://scholar.google.com/citations?user=owodyPEAAAAJ&hl=en,f,,-999,1370,,,,,,,,,,,,
Sarah Frey Hadley,http://scholar.google.com/citations?user=Y6Npp2gAAAAJ&hl=en,f,student,0,,,,,,,,,98,,,,
"Sarah Frias-Torres, PhD",http://scholar.google.com/citations?user=ZqVVCHEAAAAJ&hl=en,f,postdoc,2002,,,,,,128,,,,,,,
Sarah Goslee,http://scholar.google.com/citations?user=dQwgxiMAAAAJ&hl=en,f,,1998,,,,,,,,,,,,67,
Sarah J Converse,http://scholar.google.com/citations?user=6L7ykH4AAAAJ&hl=en,f,,2005,,,,,,,,,38,,,,
Sarah J. Thompson,http://scholar.google.com/citations?user=Q0XCo0IAAAAJ&hl=en,f,student,0,1559,,,,,,,,,,,,
Sarah Pabian,http://scholar.google.com/citations?user=kMwTPB4AAAAJ&hl=en,f,postdoc,2010,,,,,,,,95,,,,,
Sarah Papworth,http://scholar.google.com/citations?user=wiRHmC0AAAAJ&hl=en,f,student,0,,,,556,,,,,,,,,
Sarah Richardson,http://scholar.google.com/citations?user=JlaPomUAAAAJ&hl=en,f,,2000,,,59,,,,,,,,,,
Sarah Supp,http://scholar.google.com/citations?user=RQLIORYAAAAJ&hl=en,f,student,0,1635,138,285,,,,,,,,,,
Sascha Rosner,http://scholar.google.com/citations?user=uL3p-xkAAAAJ&hl=en,m,,-999,1523,,,,,,,,,,,,
Sasha RX Dall,http://scholar.google.com/citations?user=4vxC34wAAAAJ&hl=en,m,associate,1996,426,,,,,,25,,,,,,
Satoshi Wada,http://scholar.google.com/citations?user=3ymp2eUAAAAJ&hl=en,m,,-999,841,,,,,79,,,,,,,
Saul Cunningham,http://scholar.google.com/citations?user=NKu8RY4AAAAJ&hl=en,m,,1995,278,,,,,,,,,,,,
Schneider Harald,http://scholar.google.com/citations?user=5WLsy4IAAAAJ&hl=en,,,1996,,,,,,,,,,,,,
Scott A Chamberlain,http://scholar.google.com/citations?user=X4L0GokAAAAJ&hl=en,m,postdoc,2012,1154,,,,,,,,,,,,
Scott Bennett,http://scholar.google.com/citations?user=UsNkQ3wAAAAJ&hl=en,m,student,0,1494,,,,,,,,,,,,
Scott Boback,http://scholar.google.com/citations?user=wU8yo4wAAAAJ&hl=en,m,assistant,2005,1061,,,,,,,,,,,,
Scott Creel,http://scholar.google.com/citations?user=IBEIw1QAAAAJ&hl=en,m,full,1991,136,,,44,,,,,,,,,
Scott E. Miller,http://scholar.google.com/citations?user=YGhPb0TXLd0C&hl=en,m,,1986,227,,,,,,,,,,,,
Scott L Wing,http://scholar.google.com/citations?user=LnZQxfEAAAAJ&hl=en,m,,1981,155,,,,,,,,,,,,
Scott Large,http://scholar.google.com/citations?user=2EhGhvQAAAAJ&hl=en,m,,-999,1568,,,,,,,,,,,,
Scott Peacor,http://scholar.google.com/citations?user=K2vW7k4AAAAJ&hl=en,m,associate,2000,,,35,,,28,,,,,12,,
Scott R. Loss,http://scholar.google.com/citations?user=uxgjVJAAAAAJ&hl=en,m,postdoc,2011,899,,,352,,,,,,,,,
Scott Sakaluk,http://scholar.google.com/citations?user=lzr5IbEAAAAJ&hl=en,m,full,1986,335,,,,,31,,,,,,,
Sean C. Sterrett,http://scholar.google.com/citations?user=iknGXPcAAAAJ&hl=en,m,student,0,1451,,,,,,,,,,,,
Sean M. Schaeffer,http://scholar.google.com/citations?user=VTCI_q0AAAAJ&hl=en,m,assistant,2005,,,,,,,,33,,,,,
Sean P. Maher,http://scholar.google.com/citations?user=qOMtYe4AAAAJ&hl=en,m,postdoc,2010,1360,,,,,,,,,,,,
Sean R Connolly,http://scholar.google.com/citations?user=IoWJUWMAAAAJ&hl=en,m,full,1999,203,,,,,,,,,,,,
Sean Rands,http://scholar.google.com/citations?user=zW0U_g8AAAAJ&hl=en,m,assistant,2000,,,,,,,45,,,137,,,
Sean Rovito,http://scholar.google.com/citations?user=BOCmDQIAAAAJ&hl=en,m,postdoc,2009,,,,465,,,,,,,,,
Sebastian K. Herzog,http://scholar.google.com/citations?user=AUh2tRoAAAAJ&hl=en,m,,-999,,45,,254,,,,,,,,,
Sebastian Schreiber,http://scholar.google.com/citations?user=66AepygAAAAJ&hl=en,m,full,1995,480,,,,,,,,,,,,
Sebastien Barot,,,,-999,381,,,,,,,,,,,,
Sebastien Barot,http://scholar.google.com/citations?user=g4xtG-kAAAAJ&hl=en,m,,1999,373,,,,,,,,,,,,
Sebastien Nussle,http://scholar.google.com/citations?user=KcQTcpYAAAAJ&hl=en,m,student,0,1171,,,,,,,,,,,,
